source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'DIE WELT'}",Christoph Kapalschinski,Vertrauen verloren – VW trennt sich mitten im Jobabbau von Personalchef Kilian,"Im Volkswagen-Konzern läuft der Abbau von 35.000 Stellen, zwei Werke stehen zur Schließung an. Personalvorstand Kilian, der gerade erst die planmäßige Umsetzung des Programms vermeldet hatte, soll nun gehen.",https://www.welt.de/wirtschaft/article256349742/vorstandsumbau-vertrauen-verloren-vw-trennt-sich-mitten-im-jobabbau-von-personalchef-kilian.html,https://images.welt.de/6867ccab43acaa585d7eae4a/233e402800953986927217c9103d5d78-master/ci16x9-w1200/bundespraesident-besucht-volkswagen-bildungsinstitut,2025-07-04T13:10:13Z,"Im Volkswagen-Konzern läuft der Abbau von 35.000 Stellen, zwei Werke stehen zur Schließung an. Personalvorstand Kilian, der gerade erst die planmäßige Umsetzung des Programms vermeldet hatte, soll nu… [+4305 chars]"
"{'id': None, 'name': 'Korrespondent.net'}",1,У ФРН розглядають закупівлю танків і броньованих машин на €25 млрд -ЗМІ,Нарощування військ відображає зростаючу стурбованість союзників щодо посилення ворожості з боку Росії після повномасштабного вторгнення Москви в Україну.,https://ua.korrespondent.net/world/4795927-u-frn-rozghliadauit-zakupivlui-tankiv-i-bronovanykh-mashyn-na-25-mlrd-zmi,https://kor.ill.in.ua/m/1260x900/4333691.jpeg,2025-07-04T13:07:00Z,"2 500 1000 . Bloomberg .
, .
, , , - .
, .
, , , 1000 Leopard 2 2500 GTK Boxer.
KDNS Rheinmetall, - ARTEC, KDNS Rheinmetall. 25 .
, , "" "" .
, Rheinmetall F-35.
, , . 500 - -196 .
 .net Teleg… [+50 chars]"
"{'id': None, 'name': 'Korrespondent.net'}",Інна Літвин,ФРГ рассматривает закупку танков и бронетехники на сумму 25 млрд евро - СМИ,Наращивание войск отражает растущую озабоченность союзников усилением враждебности со стороны России после полномасштабного вторжения Москвы в Украину.,https://korrespondent.net/world/4795927-frh-rassmatryvaet-zakupku-tankov-y-bronetekhnyky-na-summu-25-mlrd-evro-smy,https://kor.ill.in.ua/m/1260x900/4333691.jpeg,2025-07-04T13:07:00Z,"2 500 1000 . Bloomberg .
, .
, , , - .
, .
, , , 1000 Leopard 2 2500 GTK Boxer.
KDNS Rheinmetall, - ARTEC, KDNS Rheinmetall. 25 .
, , "" "" .
, Rheinmetall F-35.
, , . 500 - -196 .
 .net Teleg… [+50 chars]"
"{'id': None, 'name': 'Vz.ru'}",,Bloomberg сообщил о планах Германии закупить тысячи танков и БМП,"Правительство Германии обсуждает масштабную закупку 1 тыс. танков и 2,5 тыс. БМП общей стоимостью около 25 млрд евро для оснащения семи бригад НАТО. Власти Германии обсуждают возможность закупки 1 тыс. танков и 2,5 тыс. бронированных машин пехоты общей стоимо…",https://vz.ru/news/2025/7/4/1343133.html,https://img.vz.ru/upimg/soc/soc_1343133.png,2025-07-04T11:40:34Z,", () , «Lenta.ru». .
« , , , . (), . , « », », .
 , . : . ( ), . , . , . , .
« , . , , . », .
 , , . . , : - , .
« . , - , . , , . . , , », .
 , . « ». - . , , , , .
« , , , . , . ( ), - . , ,… [+17 chars]"
"{'id': None, 'name': 'Digi24.ro'}",Sebastian Eduard,"Germania se pregătește să comande 3.500 de tancuri și vehicule blindate, pentru a consolida brigăzile NATO","Germania ia în considerare achiziționarea a până la 2.500 de vehicule blindate de luptă și a până la 1.000 de tancuri de luptă, ca parte a efortului european comun de a crea noi brigăzi NATO pentru a descuraja Rusia, potrivit unor persoane familiarizate cu ac…",https://www.digi24.ro/stiri/externe/ue/germania-se-pregateste-sa-comande-3-500-de-tancuri-si-vehicule-blindate-pentru-a-consolida-brigazile-nato-3312425,https://s.iw.ro/gateway/g/ZmlsZVNvdXJjZT1odHRwJTNBJTJGJTJG/c3RvcmFnZTA4dHJhbnNjb2Rlci5yY3Mt/cmRzLnJvJTJGc3RvcmFnZSUyRjIwMjUl/MkYwNyUyRjA0JTJGMjI5ODIwMV8yMjk4/MjAxX0xlb3BhcmQtMi10YW5jLmpwZyZ3/PTEyMDAmaD02MzAmemM9MSZoYXNoPTEz/ZTI3NzkwZjM5NjU0OGY5MjgyY2I5NDYzNDA2N2I3.thumb.jpg,2025-07-04T10:36:49Z,"Germania ia în considerare achiziionarea a pân la 2.500 de vehicule blindate de lupt i a pân la 1.000 de tancuri de lupt, ca parte a efortului european comun de a crea noi brigzi NATO pentru a descur… [+2166 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,2025 NATO Strategic Intelligence Research Report | Exploring Technological Advancements and Market Opportunities as NATO Targets 5% GDP Defense Spending by 2035,"Explore NATO's strategic role in defense, focusing on cybersecurity, emerging technologies, and geopolitical challenges. Dive into market trends, NATO's 2025 outlook, and opportunities for defense sector investments. Key highlights include the $180B aid to Uk…",https://www.globenewswire.com/news-release/2025/07/04/3110325/28124/en/2025-NATO-Strategic-Intelligence-Research-Report-Exploring-Technological-Advancements-and-Market-Opportunities-as-NATO-Targets-5-GDP-Defense-Spending-by-2035.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7,2025-07-04T10:26:00Z,"Dublin, July 04, 2025 (GLOBE NEWSWIRE) -- The ""Strategic Intelligence - NATO"" report has been added to ResearchAndMarkets.com's offering.
NATO is essential in the defense industry, as a the politica… [+4927 chars]"
"{'id': None, 'name': 'Mediafax.ro'}",Gabriel Negreanu,Germania accelerează pregătirea armatei sub amenințarea Rusiei. Mii de blindate și tancuri vor fi cumpărate cu 25 de miliarde de euro,"Germania ia în considerare achiziționarea a până la 2.500 de vehicule blindate de luptă și până la 1.000 de tancuri de luptă, ca parte a unui efort european comun de a crea noi brigăzi NATO pentru a descuraja Rusia, potrivit unor persoane familiarizate cu ace…",https://www.mediafax.ro/externe/germania-accelereaza-pregatirea-armatei-sub-amenintarea-rusiei-mii-de-blindate-si-tancuri-vor-fi-cumparate-cu-25-de-miliarde-de-euro-23576888,https://www.mediafax.ro//wp-content/uploads/2025/07/7878393-ap-mediafax-foto-ap-mindaugas-kulbis-scaled.jpg,2025-07-04T10:24:01Z,"NATO a cerut Germaniei s contribuie cu pân la apte brigzi de lupt la alian în urmtorul deceniu. Vehiculele de lupt i tancurile, dac vor fi aprobate, vor echipa aceste fore, au declarant pentru Bloomb… [+1614 chars]"
"{'id': None, 'name': 'Mezha.media'}",Олег Данилов,Нова гонка озброєнь. Топ 10 найбільших оборонних компаній світу,"Череда великих військових конфліктів у різних куточках світу, непередбаченість авторитарних режимів та ненадійність партнерів призвели до початку нової гонки озброєнь.",https://mezha.media/oboronka/top-10-naybilshih-oboronnih-kompaniy-svitu-303082/,https://img.mezha.media/mezhaprod/images/doc/6/5/269619/65065155459fd4166f1309b3771efebb.jpeg,2025-07-04T10:18:00Z,", . , . , , , . , .
Companiesmarketcap.com . , , Yahoo. . , 2 2025 . 12:00 .
1922
$192,63 
RTX Corporation, Raytheon Technologies Corporation, 1922 American Appliance Company , . Raytheon (""light… [+5406 chars]"
"{'id': None, 'name': 'Portfolio.hu'}",Portfolio.hu,Mit hozott a modellváltás a Szegedi Tudományegyetemen? (Interjú),"Mára csaknem 25 ezer hallgatója van a Szegedi Tudományegyetemnek, melynek az elsődleges érdeke az államilag finanszírozott helyek feltöltése, de mellette nagyon fontos a fizetős hallgatók toborzása, legyen az hazai vagy külföldi - tudtuk meg Fendler Judit kan…",https://www.portfolio.hu/gazdasag/20250704/mit-hozott-a-modellvaltas-a-szegedi-tudomanyegyetemen-interju-771817,https://pcdn.hu/articles/images-xl/f/e/n/fendler-judit-szegedi-tudomanyegyetem-763569.jpg,2025-07-04T08:00:00Z,"A modellváltás óta már a negyedik tanév zajlik az egyetemen. Ez talán már elég hosszú id ahhoz, hogy össze lehet foglalni a fbb tapasztalatokat, tanulságokat. Melyek ezek?
A modellváltás egyik legpo… [+16607 chars]"
"{'id': None, 'name': 'Bolsamania.com'}",redaccion@bolsamania.com (César Vidal),"JP Morgan sube el precio de Rheinmetal a 2.250 euros: ""Vemos potencial del 32%""","Los expertos de JP Morgan han elevado el precio objetivo de Rheinmetall hasta 2.250 euros por acción desde los anteriores 2.100 euros, y han reiterado su consejo de 'sobreponderar' la compañía germana de armamento.",https://www.bolsamania.com/noticias/analisis-fundamental/jp-morgan-aumenta-valoracion-rheinmetal-2250-euros-vemos-potencial-32--20209580.html,https://img4.s3wfg.com/web/img/images_uploaded/c/f/une-chaine-de-production-de-la-societe-allemande-rheinmetall-en-allemagne_20250305183406_rsz.jpg,2025-07-04T07:20:43Z,"Los expertos de JP Morgan han elevado el precio objetivo de Rheinmetall hasta 2.250 euros por acción desde los anteriores 2.100 euros, y han reiterado su consejo de 'sobreponderar' la compañía german… [+1259 chars]"
"{'id': None, 'name': 'Nachdenkseiten.de'}",Redaktion,Panzer erziehen keine Kinder! Mannheimer Wissenschaftler rechnen mit Kriegswirtschaft ab,"Deutschland „wehrtüchtig“ zu machen, mag ja nicht jedem gefallen, sei aber „alternativlos“, tönen die Herren der Zeitenwende. Und versprechen: Die Unsummen, die in die Rüstung fließen, kämen allen zugute, schafften Wachstum, neue Jobs und mehr Wohlstand. Zwei…",https://www.nachdenkseiten.de/?p=135505,https://www.nachdenkseiten.de/wp-content/uploads/2025/07/250704-Ruestungswahn.jpg,2025-07-04T07:00:40Z,"Deutschland wehrtüchtig zu machen, mag ja nicht jedem gefallen, sei aber alternativlos, tönen die Herren der Zeitenwende. Und versprechen: Die Unsummen, die in die Rüstung fließen, kämen allen zugute… [+10515 chars]"
"{'id': None, 'name': 'Mail.ru'}",Инесса Кухаришина,Фон дер Ляйен приперли к стенке: чего потребовали от главы ЕК крупнейшие концерны Германии,Bild: главы концернов ФРГ потребовали изменения экономической политики ЕС.,https://news.mail.ru/society/66860782/,https://resizer.mail.ru/p/3c75bc02-4e27-5047-9b87-d33b5367fe96/AQAG1KPTlDZotQ3nNe5F7kseOHAkjZqbgxOoNmBXfKbQMaAxMfWOMgED9cPgm_RrPFTXwgeaU69QHgwa1e-QXzVhgG4.jpg,2025-07-04T05:15:19Z,"Lufthansa, E.on  Uniper, Henkel, Evonik, Thyssenkrupp, DHL, Rheinmetall, Hochtief, Rewe  Covestro."
"{'id': None, 'name': 'Biztoc.com'}",nytimes.com,"Germany’s Rheinmetall, a Maker of Autos and Arms, Is Forging Stronger US Ties","Rheinmetall, an automotive and arms maker, is using a partnership with the builder of F-35 fighter jets to move into aviation and expand its presence in America.",https://biztoc.com/x/41b6f441a43357c2,https://biztoc.com/cdn/41b6f441a43357c2_s.webp,2025-07-04T04:09:05Z,"Rheinmetall, an automotive and arms maker, is using a partnership with the builder of F-35 fighter jets to move into aviation and expand its presence in America.
This story appeared on nytimes.com, … [+19 chars]"
"{'id': None, 'name': 'Franceinfo.fr'}",,"Guerre en Ukraine : missiles, obus... L'Europe peut-elle compenser l'arrêt de certaines livraisons d'armes américaines à Kiev ?",Les Etats-Unis ont annoncé mardi la suspension de plusieurs livraisons d'armes à l'Ukraine. Des systèmes de défense antiaérienne sont notamment concernés.,https://www.franceinfo.fr/monde/europe/manifestations-en-ukraine/guerre-en-ukraine-missiles-obus-l-europe-peut-elle-compenser-l-arret-de-certaines-livraisons-d-armes-americaines-a-kiev_7353096.html,https://www.franceinfo.fr/pictures/elr_wKOlDZGGqtNNakaL0Xkk9uo/0x106:1024x682/1500x843/2025/07/03/000-36a84vn-6866a7ea64c3c924489918.jpg,2025-07-04T04:05:14Z,"Les Etats-Unis ont annoncé mardi la suspension de plusieurs livraisons d'armes à l'Ukraine. Des systèmes de défense antiaérienne sont notamment concernés.
Une décision prise ""pour mettre les intérêt… [+7544 chars]"
"{'id': None, 'name': 'Overclockers.ru'}",Nacvark,В Германии построили завод Rheinmetall по производству комплектующих для F-35,Предприятие будет ежегодно производить до 36 центральных секций фюзеляжа истребителей.,https://overclockers.ru/blog/Nacvark/show/231725/V-Germanii-postroili-zavod-Rheinmetall-po-proizvodstvu-komplektujuschih-dlya-F-35,https://overclockers.ru/st/legacy/blog/397747/672824_O.jpg,2025-07-04T03:45:35Z,"Rheinmetall -, F-35. X.
 200 . Northrop Grumman Lockheed Martin. , , .
 Rheinmetall , . 36 F-35. .
  F-35 . . 30% : ,  , , ."
"{'id': 'lenta', 'name': 'Lenta'}",Марина Совина,Крупнейшие немецкие концерны потребовали изменить экономическую политику Евросоюза,"Крупнейшие немецкие концерны потребовали кардинально изменить экономическую политику Евросоюза, об этом их руководители заявили на встрече с председателем Еврокомиссии Урсулой фон дер Ляйен, пишет Bild. На переговоры приехали главы 12 ведущих компаний, таких …",https://lenta.ru/news/2025/07/03/krupneyshie-nemetskie-kontserny-potrebovali-izmenit-ekonomicheskuyu-politiku-evrosoyuza/,https://icdn.lenta.ru/images/2025/07/03/22/20250703221948930/share_850c894d764b4cbad094a73d1699e809.jpg,2025-07-03T19:19:12Z,", , Bild.
 12 , Lufthansa, Rheinmetall, Henkel, Thyssenkrupp, DHL, E.on Uniper.
« , "" "" », . , , .
 , , , .
 , . , , . ."
"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,Ground Support Equipment Market Outlook Report 2025-2034 | Electric and Hybrid Systems Revolutionize Ground Operation as Smart GSE with IoT and AI Improves Fleet Management and Maintenance,"The Ground Support Equipment Market, valued at USD 8.4 billion in 2025, is set to grow to USD 20.1 billion by 2034 at a CAGR of 10.1%. With increased air traffic and airport modernization, the shift to electric and hybrid GSE is key. Emphasis on automation, A…",https://www.globenewswire.com/news-release/2025/07/03/3109934/28124/en/Ground-Support-Equipment-Market-Outlook-Report-2025-2034-Electric-and-Hybrid-Systems-Revolutionize-Ground-Operation-as-Smart-GSE-with-IoT-and-AI-Improves-Fleet-Management-and-Maint.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7,2025-07-03T14:48:00Z,"Dublin, July 03, 2025 (GLOBE NEWSWIRE) -- The ""Ground Support Equipment Market Outlook 2025-2034"" report has been added to ResearchAndMarkets.com's offering.
Ground Support Equipment Market is value… [+7660 chars]"
"{'id': None, 'name': 'Tass.ru'}",,"""Дочка"" Rheinmetall договорилась о поставке снарядов стране НАТО","По данным головной компании, речь идет о контракте на ""сотни миллионов евро""",https://tass.ru/ekonomika/24424293,https://cdn-storage-media.tass.ru/thumb/ru/ekonomika/24424293?u=2025-07-03T14:24:07.662510,2025-07-03T14:24:07Z,", 3 . //. Rheinmetall - Rheinmetall Denel Munition (RDM) - 155 "" "". , .
 . , 2025 2027. "" Rheinmetall Denel Munition"", - .
Rheinmetall - . , .
Rheinmetall Denel Munition 2,5 . . Rheinmetall Waffe … [+39 chars]"
"{'id': None, 'name': 'Mail.ru'}",Денис Бородовский,В Европе начали разработку первого на континенте боевого танка пятого поколения,"Может управлять беспилотниками и обладает высокой степенью живучести.
Немецкий оборонный концерн Rheinmetall официально анонсировал разработку Panther KF51 — первого на континенте основного боевого танка (ОБТ) пятого поколения. Новая машина кардинально отлича…",https://hi-tech.mail.ru/news/129748-v-evrope-nachali-razrabotku-pervogo-na-kontinente-boevogo-tanka-pyatogo-pokoleniya/,https://resizer.mail.ru/p/2144d2e6-afbe-5ce4-83d4-16d4a8106977/AQAKU2pQ_NJGXgEuCDCUhCuqrnjH1gsN2U5eV-KD6N-p8DTFzSA2UZk9kuXYzhyGWRMoPlLlBf3hydKDtflbdQ1U3ng.jpg,2025-07-03T14:22:27Z,"Rheinmetall Panther KF51 — () . , Leopard 2 Abrams, , .
Panther 130- Future Gun System (FGS), 50% 120- . , HERO 120 .
Panther . , , Rheinmetall.
, :   , TAPS  ,   . , ROSY , .
Panther KF51 — , NG… [+173 chars]"
"{'id': None, 'name': 'Biztoc.com'}",reuters.com,Rheinmetall wins ammunition order worth several hundred million euros,,https://biztoc.com/x/d92d3e9d9781515d,https://biztoc.com/cdn/d92d3e9d9781515d_s.webp,2025-07-03T13:40:07Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Teslas sales plunge this quarter? { window.open(this.href, '_blank'); }, 200); return false;""&gt;What impact will Trumps Vietnam… [+743 chars]"
"{'id': None, 'name': 'Gazeta.pl'}","Sabine Kinkartz, Deutsche Welle",Bundeswehra najsilniejszą armią w Europie? Idą tłuste lata dla niemieckiej zbrojeniówki,Idą tłuste lata dla przemysłu zbrojeniowego: Bundeswehra ma stać się najsilniejszą armią w Europie. Dla gospodarki Niemiec korzyści będą jednak ograniczone.,"https://next.gazeta.pl/next/7,168930,32076994,bundeswehra-najsilniejsza-armia-w-europie-ida-tluste-lata-dla.html","https://bi.im-g.pl/im/e9/97/1e/z32077033IER,Kanclerz-Niemiec-Merz-odwiedza-dowodztwo-operacyjn.jpg",2025-07-03T13:25:00Z,18 marca 2025 r. przejdzie do historii Niemiec. Tego dnia Bundestag większością dwóch trzecich głosów pozwolił rządowi na bezprecedensowe zwiększenie zadłużenia. Pozyskane w nadchodzących latach z po… [+6830 chars]
"{'id': None, 'name': 'GlobeNewswire'}",EPSO-G UAB,"Updated national expectations for EPSO-G: priorities – green energy transition, interconnections, increasing resilience and security, and system flexibility","EPSO-G (legal entity code 302826889, registered address Laisvės pr. 10, Vilnius, Lithuania)  Following the approval of the updated letter of...",https://www.globenewswire.com/news-release/2025/07/03/3109866/0/en/Updated-national-expectations-for-EPSO-G-priorities-green-energy-transition-interconnections-increasing-resilience-and-security-and-system-flexibility.html,https://ml-eu.globenewswire.com/Resource/Download/7fbfb913-3d92-4c92-a225-f9046db96f80,2025-07-03T13:10:00Z,"EPSO-G (legal entity code 302826889, registered address Laisvs pr. 10, Vilnius, Lithuania)
Following the approval of the updated letter of expectations by the Ministry of Energy, the new EPSO-G ener… [+5765 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",EPSO-G UAB,"Atnaujinti valstybės lūkesčiai „EPSO-G“: prioritetai – energetinė žalioji transformacija, jungtys, atsparumo ir saugumo didinimas bei sistemos lankstumas","Naujosios energetikos įmonių grupė „EPSO-G“ (toliau – Grupė) (įmonės kodas 302826889, registruotos buveinės adresas Laisvės pr. 10, Vilnius, Lietuva) ......",https://www.globenewswire.com/news-release/2025/07/03/3109866/0/lt/Atnaujinti-valstyb%C4%97s-l%C5%ABkes%C4%8Diai-EPSO-G-prioritetai-energetin%C4%97-%C5%BEalioji-transformacija-jungtys-atsparumo-ir-saugumo-didinimas-bei-sistemos-lankstumas.html,https://ml-eu.globenewswire.com/Resource/Download/7fbfb913-3d92-4c92-a225-f9046db96f80,2025-07-03T13:10:00Z,"Naujosios energetikos moni grup EPSO-G (toliau Grup) (mons kodas 302826889, registruotos buveins adresas Laisvs pr. 10, Vilnius, Lietuva)
Energetikos ministerijai patvirtinus atnaujint valstybs lkes… [+5191 chars]"
